 c_patente |         ini         | fin 
 3478      | 2001-05-14 00:00:00 | 
 3479      | 2001-05-18 00:00:00 | 
 3480      | 2001-05-22 00:00:00 | 
 3481      | 2001-05-16 00:00:00 | 
 3482      | 2001-05-15 00:00:00 | 
 3483      | 2001-05-18 00:00:00 | 
 3484      | 2001-05-14 00:00:00 | 
 3485      | 2001-05-11 00:00:00 | 
 3486      | 2001-05-21 00:00:00 | 
 3487      | 2001-05-15 00:00:00 | 
 3488      | 2001-05-17 00:00:00 | 
 3489      | 2001-05-21 00:00:00 | 
 3490      | 2001-05-15 00:00:00 | 
 3491      | 2001-05-14 00:00:00 | 
 3492      | 2001-05-16 00:00:00 | 
 3493      | 2001-05-24 00:00:00 | 
 3494      | 2001-05-18 00:00:00 | 
 3495      | 2001-05-14 00:00:00 | 
 3496      | 2001-05-21 00:00:00 | 
 3497      | 2001-05-17 00:00:00 | 
 3498      | 2001-05-14 00:00:00 | 
 3499      | 2001-05-15 00:00:00 | 
 3500      | 2001-05-18 00:00:00 | 
 3501      | 2001-05-17 00:00:00 | 
 3502      | 2001-05-17 00:00:00 | 
 3503      | 2001-05-11 00:00:00 | 
 3504      | 2001-05-22 00:00:00 | 
 3505      | 2001-05-22 00:00:00 | 
 3506      | 2001-05-18 00:00:00 | 
 3508      | 2001-05-21 00:00:00 | 
 3509      | 2001-05-18 00:00:00 | 
 3510      | 2001-05-21 00:00:00 | 
 3511      | 2001-05-15 00:00:00 | 
 3512      | 2001-05-14 00:00:00 | 
 3513      | 2001-05-11 00:00:00 | 
 3514      | 2001-05-21 00:00:00 | 
 3515      | 2001-05-15 00:00:00 | 
 3516      | 2001-05-14 00:00:00 | 
 3517      | 2001-05-17 00:00:00 | 
 3518      | 2001-05-21 00:00:00 | 
 3519      | 2001-05-18 00:00:00 | 
 3520      | 2002-02-12 00:00:00 | 
 3521      | 2001-05-24 00:00:00 | 
 3522      | 2001-05-17 00:00:00 | 
 3524      | 2001-05-16 00:00:00 | 
 3525      | 2001-05-21 00:00:00 | 
 3526      | 2001-05-21 00:00:00 | 
 3527      | 2001-05-16 00:00:00 | 
 3528      | 2001-05-21 00:00:00 | 
 3529      | 2001-05-21 00:00:00 | 
 3530      | 2001-05-16 00:00:00 | 
 3532      | 2001-05-21 00:00:00 | 
 3533      | 2001-05-16 00:00:00 | 
 3535      | 2001-05-15 00:00:00 | 
 3536      | 2001-05-17 00:00:00 | 
 3537      | 2001-05-17 00:00:00 | 
 3538      | 2001-05-16 00:00:00 | 
 3539      | 2001-05-14 00:00:00 | 
 3540      | 2001-05-11 00:00:00 | 
 3541      | 2001-05-18 00:00:00 | 
 3542      | 2001-05-18 00:00:00 | 
 3543      | 2001-05-21 00:00:00 | 
 3544      | 2001-05-21 00:00:00 | 
 3545      | 2001-05-17 00:00:00 | 
 3546      | 2001-05-14 00:00:00 | 
 3547      | 2001-05-21 00:00:00 | 
 3549      | 2001-05-18 00:00:00 | 
 3550      | 2001-05-15 00:00:00 | 
 3551      | 2001-05-17 00:00:00 | 
 3552      | 2001-05-14 00:00:00 | 
 3553      | 2001-05-14 00:00:00 | 
 3554      | 2001-05-15 00:00:00 | 
 3555      | 2001-05-11 00:00:00 | 
 3556      | 2001-05-14 00:00:00 | 
 3557      | 2001-05-21 00:00:00 | 
 3558      | 2001-05-16 00:00:00 | 
 3559      | 2001-05-14 00:00:00 | 
 3560      | 2001-05-14 00:00:00 | 
 3561      | 2001-05-18 00:00:00 | 
 3562      | 2001-05-14 00:00:00 | 
 3563      | 2001-05-11 00:00:00 | 
 3564      | 2001-05-09 00:00:00 | 
 3565      | 2001-05-11 00:00:00 | 
 3566      | 2001-05-21 00:00:00 | 
 3567      | 2001-05-21 00:00:00 | 
 3568      | 2001-05-24 00:00:00 | 
 3569      | 2001-05-18 00:00:00 | 
 3570      | 2001-05-16 00:00:00 | 
 3571      | 2001-05-17 00:00:00 | 
 3573      | 2001-05-16 00:00:00 | 
 3574      | 2001-05-21 00:00:00 | 
 3575      | 2001-05-21 00:00:00 | 
 3576      | 2001-05-21 00:00:00 | 
 3577      | 2001-05-18 00:00:00 | 
 3578      | 2001-05-14 00:00:00 | 
 3579      | 2001-05-14 00:00:00 | 
 3580      | 2001-05-17 00:00:00 | 
 3581      | 2001-05-16 00:00:00 | 
 3582      | 2001-05-16 00:00:00 | 
 3583      | 2001-05-21 00:00:00 | 
 3584      | 2001-05-16 00:00:00 | 
 3585      | 2001-05-21 00:00:00 | 
 3586      | 2001-05-21 00:00:00 | 
 3587      | 2001-05-21 00:00:00 | 
 3588      | 2001-05-16 00:00:00 | 
 3589      | 2001-05-14 00:00:00 | 
 3590      | 2001-05-16 00:00:00 | 
 3591      | 2001-05-21 00:00:00 | 
 3592      | 2001-05-21 00:00:00 | 
 3593      | 2001-05-23 00:00:00 | 
 3594      | 2001-05-15 00:00:00 | 
 3595      | 2001-05-18 00:00:00 | 
 3596      | 2001-05-07 00:00:00 | 
 3597      | 2001-05-21 00:00:00 | 
 3598      | 2001-05-14 00:00:00 | 
 3599      | 2001-06-12 00:00:00 | 
 3600      | 2001-05-14 00:00:00 | 
 3601      | 2001-05-11 00:00:00 | 
 3602      | 2001-05-22 00:00:00 | 
 3603      | 2001-05-18 00:00:00 | 
 3604      | 2001-05-17 00:00:00 | 
 3605      | 2001-06-18 00:00:00 | 
 3606      | 2001-05-17 00:00:00 | 
 3607      | 2001-05-15 00:00:00 | 
 3608      | 2001-05-18 00:00:00 | 
 3609      | 2001-05-11 00:00:00 | 
 3610      | 2001-06-15 00:00:00 | 
 3611      | 2001-05-15 00:00:00 | 
 3612      | 2001-05-16 00:00:00 | 
 3613      | 2001-05-15 00:00:00 | 
 3614      | 2001-05-07 00:00:00 | 
 3615      | 2001-05-16 00:00:00 | 
 3616      | 2001-05-21 00:00:00 | 
 3617      | 2001-05-14 00:00:00 | 
 3618      | 2001-05-22 00:00:00 | 
 3619      | 2001-05-15 00:00:00 | 
 3620      | 2001-05-22 00:00:00 | 
 3621      | 2001-09-03 00:00:00 | 
 3622      | 2001-05-07 00:00:00 | 
 3623      | 2001-05-18 00:00:00 | 
 3624      | 2001-05-17 00:00:00 | 
 3625      | 2001-09-06 00:00:00 | 
 3626      | 2001-05-17 00:00:00 | 
 3627      | 2001-05-22 00:00:00 | 
 3628      | 2001-05-17 00:00:00 | 
 3629      | 2001-05-21 00:00:00 | 
 3630      | 2001-05-17 00:00:00 | 
 3631      | 2001-05-18 00:00:00 | 
 3632      | 2001-05-17 00:00:00 | 
 3633      | 2001-05-15 00:00:00 | 
 3634      | 2001-05-21 00:00:00 | 
 3635      | 2001-05-15 00:00:00 | 
 3636      | 2001-05-15 00:00:00 | 
 3637      | 2001-05-16 00:00:00 | 
 3638      | 2001-05-07 00:00:00 | 
 3639      | 2001-05-24 00:00:00 | 
 3640      | 2001-05-22 00:00:00 | 
 3642      | 2001-05-15 00:00:00 | 
 3643      | 2001-05-22 00:00:00 | 
 3644      | 2001-05-18 00:00:00 | 
 3645      | 2001-05-18 00:00:00 | 
 3646      | 2001-05-18 00:00:00 | 
 3647      | 2001-05-15 00:00:00 | 
 3648      | 2001-05-21 00:00:00 | 
 3649      | 2001-05-21 00:00:00 | 
 3650      | 2002-06-10 00:00:00 | 
 3651      | 2001-05-17 00:00:00 | 
 3652      | 2001-05-18 00:00:00 | 
 3653      | 2001-05-15 00:00:00 | 
 3654      | 2001-05-21 00:00:00 | 
 3655      | 2001-05-15 00:00:00 | 
 3656      | 2001-05-18 00:00:00 | 
 3657      | 2001-05-18 00:00:00 | 
 3658      | 2001-05-14 00:00:00 | 
 3659      | 2001-05-18 00:00:00 | 
 3660      | 2001-05-18 00:00:00 | 
 3661      | 2002-08-16 00:00:00 | 
 3662      | 2001-05-16 00:00:00 | 
 3663      | 2001-05-21 00:00:00 | 
 3664      | 2001-05-15 00:00:00 | 
 3665      | 2001-05-17 00:00:00 | 
 3666      | 2001-05-18 00:00:00 | 
 3667      | 2001-05-18 00:00:00 | 
 3668      | 2001-05-21 00:00:00 | 
 3669      | 2001-05-11 00:00:00 | 
 3670      | 2001-05-23 00:00:00 | 
 3671      | 2001-05-14 00:00:00 | 
 3672      | 2002-03-13 00:00:00 | 
 3673      | 2001-05-15 00:00:00 | 
 3674      | 2001-05-22 00:00:00 | 
 3675      | 2001-05-17 00:00:00 | 
 3676      | 2001-05-11 00:00:00 | 
 3677      | 2001-05-23 00:00:00 | 
 3678      | 2001-05-17 00:00:00 | 
 3679      | 2001-05-17 00:00:00 | 
 3680      | 2001-05-22 00:00:00 | 
 3681      | 2001-05-21 00:00:00 | 
 3682      | 2001-05-14 00:00:00 | 
 3683      | 2001-05-21 00:00:00 | 
 3684      | 2001-05-21 00:00:00 | 
 3685      | 2001-05-22 00:00:00 | 
 3686      | 2001-05-22 00:00:00 | 
 3687      | 2001-05-22 00:00:00 | 
 3688      | 2001-05-15 00:00:00 | 
 3689      | 2001-05-14 00:00:00 | 
 3690      | 2001-05-21 00:00:00 | 
 3691      | 2001-06-21 00:00:00 | 
 3692      | 2001-05-15 00:00:00 | 
 3693      | 2001-05-21 00:00:00 | 
 3694      | 2001-05-17 00:00:00 | 
 3695      | 2001-05-18 00:00:00 | 
 3696      | 2001-05-15 00:00:00 | 
 3697      | 2001-05-21 00:00:00 | 
 3698      | 2001-05-21 00:00:00 | 
 3699      | 2001-05-21 00:00:00 | 
 3700      | 2001-05-11 00:00:00 | 
 3701      | 2001-05-21 00:00:00 | 
 3702      | 2001-05-14 00:00:00 | 
 3703      | 2001-06-21 00:00:00 | 
 3704      | 2001-05-21 00:00:00 | 
 3705      | 2001-05-14 00:00:00 | 
 3706      | 2001-05-22 00:00:00 | 
 3707      | 2001-05-24 00:00:00 | 
 3708      | 2001-05-22 00:00:00 | 
 3709      | 2001-05-21 00:00:00 | 
 3710      | 2001-05-21 00:00:00 | 
 3711      | 2001-05-21 00:00:00 | 
 3712      | 2001-05-15 00:00:00 | 
 3713      | 2001-05-18 00:00:00 | 
 3714      | 2001-05-16 00:00:00 | 
 3715      | 2001-05-22 00:00:00 | 
 3716      | 2001-05-15 00:00:00 | 
 3717      | 2001-05-17 00:00:00 | 
 3718      | 2001-05-22 00:00:00 | 
 3719      | 2001-05-17 00:00:00 | 
 3720      | 2001-05-17 00:00:00 | 
 3721      | 2001-05-17 00:00:00 | 
 3722      | 2001-05-14 00:00:00 | 
 3723      | 2001-05-17 00:00:00 | 
 3724      | 2001-05-16 00:00:00 | 
 3725      | 2001-05-17 00:00:00 | 
 3726      | 2001-05-15 00:00:00 | 
 3727      | 2001-05-16 00:00:00 | 
 3728      | 2001-05-15 00:00:00 | 
 3729      | 2001-05-18 00:00:00 | 
 3730      | 2001-05-21 00:00:00 | 
 3731      | 2001-05-14 00:00:00 | 
 3732      | 2001-05-14 00:00:00 | 
 3733      | 2001-05-18 00:00:00 | 
 3734      | 2001-05-18 00:00:00 | 
 3735      | 2001-05-22 00:00:00 | 
 3736      | 2001-05-21 00:00:00 | 
 3737      | 2001-05-22 00:00:00 | 
 3738      | 2001-05-21 00:00:00 | 
 3739      | 2001-05-14 00:00:00 | 
 3740      | 2001-05-17 00:00:00 | 
 3741      | 2001-05-21 00:00:00 | 
 3742      | 2001-05-21 00:00:00 | 
 3743      | 2001-05-21 00:00:00 | 
 3744      | 2001-05-21 00:00:00 | 
 3746      | 2001-05-14 00:00:00 | 
 3747      | 2001-05-15 00:00:00 | 
 3748      | 2001-05-15 00:00:00 | 
 3749      | 2001-05-15 00:00:00 | 
 3750      | 2001-05-17 00:00:00 | 
 3751      | 2001-05-18 00:00:00 | 
 3752      | 2001-05-21 00:00:00 | 
 3753      | 2001-05-17 00:00:00 | 
 3754      | 2001-05-15 00:00:00 | 
 3755      | 2001-05-18 00:00:00 | 
 3756      | 2001-05-18 00:00:00 | 
 3757      | 2001-05-14 00:00:00 | 
 3758      | 2001-05-22 00:00:00 | 
 3759      | 2001-05-21 00:00:00 | 
 3760      | 2001-05-18 00:00:00 | 
 3761      | 2001-05-17 00:00:00 | 
 3762      | 2001-05-18 00:00:00 | 
 3763      | 2001-05-15 00:00:00 | 
 3764      | 2001-05-14 00:00:00 | 
 3765      | 2001-05-14 00:00:00 | 
 3766      | 2001-05-18 00:00:00 | 
 3767      | 2001-05-17 00:00:00 | 
 3769      | 2001-05-18 00:00:00 | 
 3770      | 2001-05-14 00:00:00 | 
 3771      | 2001-05-18 00:00:00 | 
 3772      | 2001-05-21 00:00:00 | 
 3773      | 2001-05-18 00:00:00 | 
 3774      | 2001-05-17 00:00:00 | 
 3775      | 2001-05-21 00:00:00 | 
 3776      | 2001-05-07 00:00:00 | 
 3777      | 2001-05-18 00:00:00 | 
 3778      | 2001-05-16 00:00:00 | 
 3779      | 2001-05-21 00:00:00 | 
 3780      | 2001-05-18 00:00:00 | 
 3781      | 2001-05-17 00:00:00 | 
 3783      | 2001-05-17 00:00:00 | 
 3784      | 2001-05-18 00:00:00 | 
 3785      | 2001-05-07 00:00:00 | 
 3786      | 2001-05-22 00:00:00 | 
 3787      | 2001-05-17 00:00:00 | 
 3788      | 2001-05-17 00:00:00 | 
 3789      | 2001-05-11 00:00:00 | 
 3790      | 2001-05-07 00:00:00 | 
 3791      | 2001-05-14 00:00:00 | 
 3792      | 2001-05-23 00:00:00 | 
 3793      | 2001-05-18 00:00:00 | 
 3794      | 2001-05-18 00:00:00 | 
 3795      | 2001-05-18 00:00:00 | 
 3796      | 2001-05-15 00:00:00 | 
 3797      | 2001-05-14 00:00:00 | 
 3799      | 2001-05-15 00:00:00 | 
 3800      | 2001-05-11 00:00:00 | 
 3801      | 2001-05-21 00:00:00 | 
 3802      | 2001-05-14 00:00:00 | 
 3803      | 2001-05-21 00:00:00 | 
 3804      | 2001-05-15 00:00:00 | 
 3805      | 2001-05-11 00:00:00 | 
 3806      | 2001-05-18 00:00:00 | 
 3807      | 2001-05-14 00:00:00 | 
 3808      | 2001-05-11 00:00:00 | 
 3809      | 2001-05-18 00:00:00 | 
 3810      | 2001-05-16 00:00:00 | 
 3811      | 2001-05-18 00:00:00 | 
 3812      | 2001-05-11 00:00:00 | 
 3813      | 2001-06-13 00:00:00 | 
 3814      | 2001-06-13 00:00:00 | 
 3815      | 2001-07-26 00:00:00 | 
 3816      | 2001-07-20 00:00:00 | 
 3817      | 2001-08-22 00:00:00 | 
 3818      | 2002-01-29 00:00:00 | 
 3819      | 2002-01-28 00:00:00 | 
 3820      | 2002-01-10 00:00:00 | 
 3821      | 2002-01-10 00:00:00 | 
 3822      | 2002-10-17 00:00:00 | 
 3823      | 2002-01-28 00:00:00 | 
 3824      | 2002-01-24 00:00:00 | 
 3825      | 2002-01-28 00:00:00 | 
 3826      | 2002-12-16 00:00:00 | 
 3827      | 2005-07-13 00:00:00 | 
 3828      | 2002-08-28 00:00:00 | 
 3829      | 2002-09-24 00:00:00 | 
 3830      | 2002-10-11 00:00:00 | 
 3831      | 2002-10-22 00:00:00 | 
 3832      | 2002-10-14 00:00:00 | 
 3833      | 2002-10-30 00:00:00 | 
 3834      | 2002-11-15 00:00:00 | 
 3835      | 2002-11-15 00:00:00 | 
 3836      | 2002-12-09 00:00:00 | 
 3837      | 2002-12-09 00:00:00 | 
 3838      | 2003-01-14 00:00:00 | 
 3839      | 2002-12-09 00:00:00 | 
 3840      | 2002-12-09 00:00:00 | 
 3841      | 2003-01-23 00:00:00 | 
 3842      | 2003-01-22 00:00:00 | 
 3843      | 2003-01-14 00:00:00 | 
 3844      | 2003-03-20 00:00:00 | 
 3845      | 2003-03-26 00:00:00 | 
 3846      | 2003-03-26 00:00:00 | 
 3847      | 2003-04-15 00:00:00 | 
 3848      | 2003-03-20 00:00:00 | 
 3849      | 2003-03-20 00:00:00 | 
 3850      | 2003-03-20 00:00:00 | 
 3851      | 2003-05-12 00:00:00 | 
 3852      | 2005-07-01 00:00:00 | 
 3853      | 2003-05-02 00:00:00 | 
 3854      | 2003-05-12 00:00:00 | 
 3855      | 2003-05-22 00:00:00 | 
 3856      | 2003-06-03 00:00:00 | 
 3857      | 2003-06-09 00:00:00 | 
 3858      | 2003-06-04 00:00:00 | 
 3859      | 2004-05-31 00:00:00 | 
 3860      | 2003-08-14 00:00:00 | 
 3861      | 2003-08-28 00:00:00 | 
 3862      | 2003-11-14 00:00:00 | 
 3863      | 2003-11-25 00:00:00 | 
 3864      | 2004-05-26 00:00:00 | 
 3865      | 2004-04-26 00:00:00 | 
 3866      | 2004-01-19 00:00:00 | 
 3867      | 2004-05-31 00:00:00 | 
 3868      | 2004-05-10 00:00:00 | 
 3869      | 2004-09-08 00:00:00 | 
 3870      | 2004-03-19 00:00:00 | 
 3871      | 2004-05-31 00:00:00 | 
 3872      | 2004-06-14 00:00:00 | 
 3873      | 2005-05-16 00:00:00 | 
 3874      | 2004-06-21 00:00:00 | 
 3875      | 2004-10-12 00:00:00 | 
 3876      | 2004-08-30 00:00:00 | 
 3877      | 2004-10-28 00:00:00 | 
 3878      | 2004-10-06 00:00:00 | 
 3879      | 2005-05-04 00:00:00 | 
 3880      | 2005-07-12 00:00:00 | 
 3881      | 2005-01-03 00:00:00 | 
 3882      | 2005-05-06 00:00:00 | 
 3883      | 2005-02-07 00:00:00 | 
 3884      | 2005-02-09 00:00:00 | 
 3885      | 2005-06-14 00:00:00 | 
 3886      | 2005-07-04 00:00:00 | 
 3887      | 2005-08-03 00:00:00 | 
 3888      | 2005-09-05 00:00:00 | 
 3889      | 2005-11-03 00:00:00 | 
 3890      | 2005-10-10 00:00:00 | 
 3891      | 2005-09-23 00:00:00 | 
 3892      | 2005-09-20 00:00:00 | 
 3893      | 2005-09-14 00:00:00 | 
 3894      | 2005-10-03 00:00:00 | 
 3895      | 2005-10-17 00:00:00 | 
 3896      | 2005-10-24 00:00:00 | 
 3897      | 2006-03-15 00:00:00 | 
 3898      | 2006-02-20 00:00:00 | 
 3899      | 2006-03-28 00:00:00 | 
 3900      | 2006-05-03 00:00:00 | 
 3901      | 2006-07-14 00:00:00 | 
 3902      | 2006-08-02 00:00:00 | 
 3903      | 2006-08-17 00:00:00 | 
 3904      | 2006-11-09 00:00:00 | 
 3905      | 2006-10-20 00:00:00 | 
 3906      | 2006-08-17 00:00:00 | 
 3907      | 2006-08-30 00:00:00 | 
 3908      | 2006-08-30 00:00:00 | 
 3909      | 2006-10-02 00:00:00 | 
 3910      | 2006-10-03 00:00:00 | 
 3911      | 2006-11-13 00:00:00 | 
 3912      | 2006-10-20 00:00:00 | 
 3913      | 2006-11-30 00:00:00 | 
 3914      | 2006-12-14 00:00:00 | 
 3915      | 2007-03-09 00:00:00 | 
 3916      | 2007-01-09 00:00:00 | 
 3917      | 2007-01-11 00:00:00 | 
 3918      | 2007-01-10 00:00:00 | 
 3919      | 2007-04-09 00:00:00 | 
 3920      | 2007-03-23 00:00:00 | 
 3921      | 2007-04-30 00:00:00 | 
 3922      | 2007-05-15 00:00:00 | 
 3923      | 2007-05-25 00:00:00 | 
 3924      | 2007-05-21 00:00:00 | 
 3925      | 2007-06-06 00:00:00 | 
 3926      | 2007-07-23 00:00:00 | 
 3927      | 2007-09-07 00:00:00 | 
 3928      | 2007-10-02 00:00:00 | 
 3929      | 2007-08-21 00:00:00 | 
 3930      | 2007-10-26 00:00:00 | 
 3931      | 2007-10-04 00:00:00 | 
 3932      | 2007-12-10 00:00:00 | 
 3933      | 2008-01-28 00:00:00 | 
 3934      | 2008-02-08 00:00:00 | 
 3935      | 2008-03-25 00:00:00 | 
 3936      | 2008-05-12 00:00:00 | 
 3937      | 2008-04-21 00:00:00 | 
 3938      | 2008-05-19 00:00:00 | 
 3939      | 2008-05-19 00:00:00 | 
 3940      | 2008-06-13 00:00:00 | 
 3941      | 2008-07-01 00:00:00 | 
 3942      | 2008-07-16 00:00:00 | 
 3943      | 2008-07-16 00:00:00 | 
 3944      | 2008-06-27 00:00:00 | 
 3945      | 2008-07-04 00:00:00 | 
 3946      | 2008-07-28 00:00:00 | 
 3947      | 2008-08-20 00:00:00 | 
 3948      | 2008-08-04 00:00:00 | 
 3949      | 2008-09-19 00:00:00 | 
 3950      | 2008-08-25 00:00:00 | 
 3951      | 2008-09-05 00:00:00 | 
 3952      | 2008-10-16 00:00:00 | 
 3953      | 2008-09-25 00:00:00 | 
 3954      | 2008-11-03 00:00:00 | 
 3955      | 2008-10-20 00:00:00 | 
 3956      | 2008-11-06 00:00:00 | 
 3957      | 2008-10-07 00:00:00 | 
 3958      | 2009-02-03 00:00:00 | 
 3959      | 2008-10-30 00:00:00 | 
 3960      | 2008-11-03 00:00:00 | 
 3961      | 2008-12-11 00:00:00 | 
 3962      | 2009-04-01 00:00:00 | 
 3963      | 2009-03-25 00:00:00 | 
 3964      | 2009-05-15 00:00:00 | 
 3965      | 2009-06-16 00:00:00 | 
 3966      | 2009-05-14 00:00:00 | 
 3967      | 2009-05-12 00:00:00 | 
 3968      | 2009-06-08 00:00:00 | 
 3969      | 2009-06-17 00:00:00 | 
 3970      | 2009-07-01 00:00:00 | 
 3971      | 2009-07-14 00:00:00 | 
 3972      | 2009-06-25 00:00:00 | 
 3973      | 2009-10-05 00:00:00 | 
 3974      | 2009-09-22 00:00:00 | 
 3975      | 2009-09-17 00:00:00 | 
 3976      | 2010-01-29 00:00:00 | 
 3977      | 2009-10-21 00:00:00 | 
 3978      | 2009-11-17 00:00:00 | 
 3979      | 2010-01-11 00:00:00 | 
 3980      | 2010-03-12 00:00:00 | 
 3981      | 2010-03-10 00:00:00 | 
 3982      | 2010-04-23 00:00:00 | 
 3983      | 2010-04-29 00:00:00 | 
 3984      | 2010-04-29 00:00:00 | 
 3985      | 2010-09-21 00:00:00 | 
 3986      | 2010-09-13 00:00:00 | 
 3987      | 2010-10-01 00:00:00 | 
 3988      | 2010-10-20 00:00:00 | 
 3989      | 2010-11-22 00:00:00 | 
 3990      | 2010-10-19 00:00:00 | 
 3991      | 2010-10-21 00:00:00 | 
 3992      | 2010-10-11 00:00:00 | 
 3993      | 2010-12-01 00:00:00 | 
 3994      | 2010-12-01 00:00:00 | 
 3995      | 2011-01-13 00:00:00 | 
 3996      | 2011-01-07 00:00:00 | 
 3997      | 2011-01-27 00:00:00 | 
 3998      | 2011-01-26 00:00:00 | 
 3999      | 2011-02-15 00:00:00 | 
 4001      | 2001-12-21 00:00:00 | 
 4002      | 2002-01-02 00:00:00 | 
 4003      | 2001-12-21 00:00:00 | 
 4004      | 2001-12-21 00:00:00 | 
 4005      | 2001-12-21 00:00:00 | 
 4006      | 2001-12-21 00:00:00 | 
 4007      | 2001-12-21 00:00:00 | 
 4008      | 2001-12-21 00:00:00 | 
 4009      | 2001-12-21 00:00:00 | 
 4011      | 2002-08-27 00:00:00 | 
 4012      | 2001-12-21 00:00:00 | 
 4013      | 2001-12-21 00:00:00 | 
 4014      | 2001-12-21 00:00:00 | 
 4015      | 2001-12-21 00:00:00 | 
 4016      | 2001-12-21 00:00:00 | 
 4017      | 2001-12-21 00:00:00 | 
 4018      | 2001-12-31 00:00:00 | 
 4019      | 2001-12-21 00:00:00 | 
 4020      | 2002-08-22 00:00:00 | 
 4021      | 2001-12-21 00:00:00 | 
 4022      | 2001-12-21 00:00:00 | 
 4023      | 2001-12-21 00:00:00 | 
 4024      | 2001-12-21 00:00:00 | 
 4025      | 2002-01-02 00:00:00 | 
 4026      | 2001-12-21 00:00:00 | 
 4027      | 2001-12-21 00:00:00 | 
 4028      | 2004-04-07 00:00:00 | 
 4029      | 2002-01-02 00:00:00 | 
 4030      | 2002-01-02 00:00:00 | 
 4031      | 2002-01-02 00:00:00 | 
 4032      | 2002-01-02 00:00:00 | 
 4033      | 2001-12-21 00:00:00 | 
 4035      | 2002-01-02 00:00:00 | 
 4036      | 2001-12-21 00:00:00 | 
 4037      | 2002-01-02 00:00:00 | 
 4038      | 2002-01-02 00:00:00 | 
 4039      | 2002-01-02 00:00:00 | 
 4040      | 2002-08-20 00:00:00 | 
 4041      | 2002-10-15 00:00:00 | 
 4042      | 2002-01-02 00:00:00 | 
 4043      | 2002-01-02 00:00:00 | 
 4044      | 2002-01-02 00:00:00 | 
 4045      | 2002-01-02 00:00:00 | 
 4046      | 2002-08-26 00:00:00 | 
 4047      | 2002-01-02 00:00:00 | 
 4048      | 2002-01-02 00:00:00 | 
 4049      | 2002-08-12 00:00:00 | 
 4050      | 2001-12-21 00:00:00 | 
 4052      | 2002-01-02 00:00:00 | 
 4054      | 2002-10-31 00:00:00 | 
 4055      | 2002-08-19 00:00:00 | 
 4056      | 2002-08-26 00:00:00 | 
 4057      | 2002-07-25 00:00:00 | 
 4058      | 2002-01-02 00:00:00 | 
 4059      | 2002-01-02 00:00:00 | 
 4060      | 2002-08-26 00:00:00 | 
 4061      | 2002-08-20 00:00:00 | 
 4063      | 2001-12-31 00:00:00 | 
 4064      | 2002-01-02 00:00:00 | 
 4066      | 2001-12-31 00:00:00 | 
 4067      | 2001-12-21 00:00:00 | 
 4068      | 2002-10-17 00:00:00 | 
 4069      | 2002-01-02 00:00:00 | 
 4070      | 2002-10-10 00:00:00 | 
 4071      | 2004-05-19 00:00:00 | 
 4072      | 2004-05-19 00:00:00 | 
 4073      | 2002-08-21 00:00:00 | 
 4074      | 2003-05-14 00:00:00 | 
 4075      | 2003-05-30 00:00:00 | 
 4076      | 2003-11-14 00:00:00 | 
 4078      | 2004-05-19 00:00:00 | 
 4079      | 2004-06-28 00:00:00 | 
 4080      | 2004-07-06 00:00:00 | 
 4081      | 2004-08-11 00:00:00 | 
 4082      | 2004-07-23 00:00:00 | 
 4083      | 2005-04-05 00:00:00 | 
 4084      | 2005-09-05 00:00:00 | 
 4085      | 2008-02-15 00:00:00 | 
 4086      | 2012-04-24 00:00:00 | 
 4087      | 2011-12-21 00:00:00 | 
 4088      | 2012-05-29 00:00:00 | 
 4089      | 2005-03-14 00:00:00 | 
 4090      | 2005-06-21 00:00:00 | 
 4091      | 2006-06-07 00:00:00 | 
 4092      | 2006-07-04 00:00:00 | 
 4093      | 2006-11-08 00:00:00 | 
 4094      | 2007-05-03 00:00:00 | 
 4095      | 2007-03-13 00:00:00 | 
 4096      | 2007-08-22 00:00:00 | 
 4098      | 2008-01-31 00:00:00 | 
 4099      | 2008-06-11 00:00:00 | 
 4100      | 2008-08-27 00:00:00 | 
 4101      | 2010-07-01 00:00:00 | 
 4102      | 2010-06-29 00:00:00 | 
 4103      | 2010-07-26 00:00:00 | 
 4104      | 2010-12-01 00:00:00 | 
 4105      | 2011-06-13 00:00:00 | 
 4106      | 2011-09-21 00:00:00 | 
 4107      | 2012-09-17 00:00:00 | 
 4108      | 2012-10-23 00:00:00 | 
 4109      | 2013-04-26 00:00:00 | 
 4110      | 2013-03-07 00:00:00 | 
 4111      | 2013-07-23 00:00:00 | 
 4112      | 2013-09-05 00:00:00 | 
 4113      | 2013-11-04 00:00:00 | 
 4114      | 2014-04-10 00:00:00 | 
 4115      | 2014-05-16 00:00:00 | 
 4116      | 2016-06-22 00:00:00 | 
 4117      | 2015-07-06 00:00:00 | 
 4118      | 2003-06-06 00:00:00 | 
 5001      | 2001-01-01 00:00:00 | 
 5002      | 2002-08-22 00:00:00 | 
 5003      | 2001-01-01 00:00:00 | 
 5004      | 2001-01-01 00:00:00 | 
 5005      | 2001-01-01 00:00:00 | 
 5006      | 2001-01-01 00:00:00 | 
 5007      | 2001-01-01 00:00:00 | 
 5008      | 2001-01-01 00:00:00 | 
 5009      | 2001-01-01 00:00:00 | 
 5010      | 2001-01-01 00:00:00 | 
 5011      | 2001-01-01 00:00:00 | 
 5012      | 2001-01-01 00:00:00 | 
 5013      | 2002-08-22 00:00:00 | 
 5014      | 2001-01-01 00:00:00 | 
