 c_clave_grupo_productos |                                                          nombre_grupo                                                          
 23153600                | Máquinas para el marcado de partes
 23153700                | Equipo de aseguramiento o torque de precisión
 23153800                | Sistemas de revestimiento
 23161500                | Máquinas y equipo de fundición
 23161600                | Suministros de fundición
 23161700                | Troqueles y herramientas de fundición
 23181500                | Maquinaria para la elaboración de alimentos
 23181600                | Maquinaria para corte de alimentos
 23181700                | Maquinaria para cocinar o ahumar alimentos
 23181800                | Maquinaria industrial para elaboración de bebidas
 23191000                | Mezcladores por tandas
 23191100                | Mezcladores continuos
 23191200                | Piezas de mezcladora y accesorios
 23201000                | Sistemas de contacto líquido gas
 23201100                | Absorción e intercambio de iones
 23201200                | Equipo de secado industrial
 23211000                | Maquinaria de ensamblaje electrónico y equipo de soporte
 23211100                | Maquinaria de procesamiento y fabricación electrónica
 23221000                | Equipo y maquinaria del departamento de recepción
 23221100                | Equipo y maquinaria del departamento de matanza y desplumamiento
 23221200                | Equipo y maquinaria del departamento de eviscerado
 23231000                | Descortezadoras y accesorios
 23231100                | Sierras de cinta y accesorios
 23231200                | Sierras circulares y accesorios
 23231300                | Canteadoras
 23231400                | Sierras de recorte y accesorios
 23231500                | Clasificadoras de maderos y accesorios
 23231600                | Apiladoras de maderos y accesorios
 23231700                | Secaderos de madera y equipo y accesorios
 23231800                | Troceadoras de madera y accesorios
 23231900                | Cepilladoras y accesorios
 23232000                | Terminadoras de madera y accesorios
 23232100                | Sierras retestadoras y accesorios
 23232200                | Empalmadoras por entalladura múltiple y accesorios
 23241400                | Máquinas rectificadoras de metales
 23241500                | Máquinas cortadoras de metales
 23241600                | Herramientas cortadoras de metales
 23241700                | Máquinas rebabadoras de metales
 23241800                | Máquinas taladradoras de metales
 23241900                | Máquinas perforadoras de metales
 23242100                | Accesorios para máquinas de cortar metales
 23242200                | Máquinas para fabricación de engranajes
 23242300                | Tornos y centros de torneado
 23242400                | Centros de maquinado
 23242500                | Máquinas para el fresado de metales
 23242600                | Maquinas para el cortado de metales especializados o diversos
 23242700                | Maquinaria para molinos de tubos
 23251500                | Maquinaria para tubulares doblados
 23251600                | Máquinas para enrollado de metales
 23251700                | Máquinas de forjado
 23251800                | Troqueles y herramientas para el formado de metales
 23251900                | Maquinaria y equipo para la fabricación de contenedores de metal
 23261500                | Máquinas para prototipos rápidos
 23271400                | Máquinas soldadoras
 23271500                | Maquinaria de soldadura fuerte
 23271600                | Maquinaria de soldadura débil
 23271700                | Accesorios para soldar, soldadura fuerte y soldadura débil
 23271800                | Suministros para soldar, soldadura fuerte y soldadura débil
 23281500                | Máquinas para recubrir o platear
 23281600                | Máquinas para tratamiento de calor
 23281700                | Máquinas para tratamiento mecánico de superficie
 23281800                | Accesorios y herramientas para el tratamiento de metal
